id,title,identifier,score_all,name
340,Business Intelligence Analyst,15-1199.08,0.8892696319727472,Business Intelligence Analysts
341,Data Analyst - 289578,13-2099.01,0.8678582071692464,Financial Quantitative Analysts
342,Data Analyst,13-2099.01,0.8557967744918021,Financial Quantitative Analysts
343,Business Intelligence Analyst,15-1199.08,0.8663985408978038,Business Intelligence Analysts
344,Business Analyst / Developer,15-1199.08,0.8660952327620955,Business Intelligence Analysts
345,Senior Enterprise Data Analyst,15-1199.08,0.8625724926371474,Business Intelligence Analysts
346,Programmer Analyst II (Learning Analytics),15-1121.00,0.9039450970290565,Computer Systems Analysts
347,Game Analyst,15-1199.08,0.849290753306153,Business Intelligence Analysts
348,"Strategic Account Analyst (Vancouver, BC)",15-1199.08,0.8201922404793859,Business Intelligence Analysts
349,"Sourcing Analyst, Supply Chain",15-1121.00,0.8120916297684343,Computer Systems Analysts
350,Business Analyst,15-1199.08,0.8625079687392007,Business Intelligence Analysts
351,software quality assurance (QA) analyst,15-1121.00,0.8721965371243183,Computer Systems Analysts
352,Retail - Workforce Planning Analyst,15-1199.08,0.8637852504674616,Business Intelligence Analysts
353,Business Intelligence Analyst,15-1199.08,0.9090525791399406,Business Intelligence Analysts
354,"Data Solutions Analyst, IT",15-1199.07,0.8465683046073347,Data Warehousing Specialists
355,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
356,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
357,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
358,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
359,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
360,Data Scientist I,15-1111.00,0.875986217304671,Computer and Information Research Scientists
361,Data Scientist,15-1111.00,0.8466228726243358,Computer and Information Research Scientists
362,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
363,Junior Data Scientist,15-2041.00,0.8267136670585161,Statisticians
364,Data Scientist,15-1111.00,0.8594210525042845,Computer and Information Research Scientists
365,Data Scientist,15-1111.00,0.8926804663194047,Computer and Information Research Scientists
366,Data Scientist,15-1111.00,0.8606408467018085,Computer and Information Research Scientists
367,"Data Scientist, People Analytics",15-1111.00,0.851840606751845,Computer and Information Research Scientists
368,Data Scientist,15-1121.00,0.8758711306288528,Computer Systems Analysts
369,Data Scientist,15-1111.00,0.8897965258214158,Computer and Information Research Scientists
370,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
371,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
372,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
373,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
374,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
375,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
376,Data Scientist,15-1111.00,0.8675459341555346,Computer and Information Research Scientists
377,Data Scientist,15-1111.00,0.8712219967772145,Computer and Information Research Scientists
378,Applied Research Scientist - Time Series,15-1111.00,0.7909659145822011,Computer and Information Research Scientists
379,Data Analyst,15-1121.00,0.8371497177238283,Computer Systems Analysts
380,data scientist,15-1111.00,0.8419278445674429,Computer and Information Research Scientists
381,Data Science-Consultant,15-2041.00,0.889485953012532,Statisticians
382,Data Scientist / Engineer,15-1199.07,0.8586209825744133,Data Warehousing Specialists
383,Data Scientist,15-1111.00,0.8705171086124754,Computer and Information Research Scientists
384,Network Data Scientist – Wireless Service Analytics & Transf...,15-1199.04,0.8607989358497724,Geospatial Information Scientists and Technologists
385,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
386,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
387,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
388,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
389,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
390,Research Data Scientist,15-1111.00,0.8536551240779263,Computer and Information Research Scientists
391,Data Scientist,15-1111.00,0.7840283445898365,Computer and Information Research Scientists
392,Data Scientist,15-1111.00,0.8735649213467042,Computer and Information Research Scientists
393,Data Scientist,15-1199.04,0.8316017025878208,Geospatial Information Scientists and Technologists
394,Biomedical Data Scientist,15-1111.00,0.8883091837883139,Computer and Information Research Scientists
395,Data Scientist,15-1111.00,0.8422212094398596,Computer and Information Research Scientists
396,Senior Data Scientist,15-1111.00,0.8469529175739207,Computer and Information Research Scientists
397,Data Science Intern,15-2041.00,0.8002860935484227,Statisticians
398,Senior Data Scientist,15-1111.00,0.9052014786921277,Computer and Information Research Scientists
399,Data Scientist,15-1111.00,0.852154100484972,Computer and Information Research Scientists
400,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
401,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
402,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
403,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
404,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
405,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
406,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
407,Data Scientist,15-1111.00,0.8794081192373806,Computer and Information Research Scientists
408,"Lead Educator, Data Science",15-1111.00,0.8246349298089208,Computer and Information Research Scientists
409,Data Scientist,15-1111.00,0.8541005857178909,Computer and Information Research Scientists
410,Data Scientist,15-1111.00,0.8979749839774264,Computer and Information Research Scientists
411,Machine Learning Engineer / Data Scientist,15-1111.00,0.9053729622265438,Computer and Information Research Scientists
412,Applied Statistician - Data Science,15-1111.00,0.8961833012743703,Computer and Information Research Scientists
413,Data Analyst,15-1121.00,0.8523144033743921,Computer Systems Analysts
414,Data Scientist,15-1111.00,0.8536821923932044,Computer and Information Research Scientists
415,Data Scientist,15-1111.00,0.8265546207294213,Computer and Information Research Scientists
416,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
417,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
418,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
419,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
420,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
421,"Data Scientist, Senior Consultant",15-1111.00,0.9385217255875408,Computer and Information Research Scientists
422,"Data Scientist - Coop (Mississauga, ON)",15-1111.00,0.7680491088916453,Computer and Information Research Scientists
423,Data Scientist/Time Series,15-1111.00,0.768414946407498,Computer and Information Research Scientists
424,"Research Scientist, Data Visualization",15-1111.00,0.849718130817841,Computer and Information Research Scientists
425,Data Scientist,15-1111.00,0.836615593379333,Computer and Information Research Scientists
426,Sr. Data Scientist,15-1111.00,0.8776025589718709,Computer and Information Research Scientists
427,Intern- Data Science,15-1111.00,0.8638339016105961,Computer and Information Research Scientists
428,Software Engineer - Backend (Big Data) - Toronto,15-1141.00,0.8621002140698648,Database Administrators
429,Data Analyst,15-1199.07,0.8067490634124286,Data Warehousing Specialists
430,"Analyst, Customer Analytics",15-2041.00,0.8548094163718766,Statisticians
431,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts
432,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
433,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
434,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
435,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
436,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
437,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
438,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
439,Data Scientist,15-2041.00,0.8250776639886467,Statisticians
440,Jr. and Sr. Analytics Consultant,15-1111.00,0.8656241656818164,Computer and Information Research Scientists
441,Data Scientist (1 Year Contract),15-1111.00,0.8280663618944524,Computer and Information Research Scientists
442,Data Scientist,15-1111.00,0.8648949332659405,Computer and Information Research Scientists
443,"Director, Advanced Data Analytics Products",15-1121.00,0.8359680779123386,Computer Systems Analysts
444,Senior Data Scientist - Product Sourcing,15-1199.07,0.8738536076132996,Data Warehousing Specialists
445,"Associate - Quantitative Analytics, Structured Finance Model...",13-2099.01,0.8270380175199676,Financial Quantitative Analysts
446,Senior Data Scientist (Toronto),15-1111.00,0.8844902171308371,Computer and Information Research Scientists
447,Data Science Engineer,15-1199.07,0.8422136194670774,Data Warehousing Specialists
448,Data Analyst,15-1121.00,0.9013619620320427,Computer Systems Analysts
449,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts
450,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
451,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
452,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
453,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
454,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
455,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
456,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
457,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
458,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
459,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts
460,DevOps Engineer - Data Analyst,15-1111.00,0.8884337730569567,Computer and Information Research Scientists
461,Sr. Data Scientist,15-1111.00,0.8607878373485512,Computer and Information Research Scientists
462,Senior Data Scientist,15-1111.00,0.9256056932877691,Computer and Information Research Scientists
463,Data Science Co-op,15-1111.00,0.7902510456343891,Computer and Information Research Scientists
464,Senior Data Scientist,15-1111.00,0.868451209153503,Computer and Information Research Scientists
465,Senior Data Scientist - Multiple Roles,15-1111.00,0.8536916637544394,Computer and Information Research Scientists
466,"Data Scientist, GEMINI (Contract)",15-1111.00,0.8915851861622234,Computer and Information Research Scientists
467,Principal Data Scientist,15-1111.00,0.8577600217042788,Computer and Information Research Scientists
468,"Data Scientist, Supply Chain/Customer Profitability",15-1121.00,0.8175112261153088,Computer Systems Analysts
469,Machine Learning Engineer,15-1133.00,0.8078257202143555,"Software Developers, Systems Software"
470,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
471,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
472,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
473,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
474,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
475,"Data Scientist, Team Lead",15-1111.00,0.9088644677524214,Computer and Information Research Scientists
476,PySpark Big Data Developer,15-1141.00,0.8561997277483662,Database Administrators
477,Data Engineer - BI & Data Science,15-1199.07,0.8755876100276659,Data Warehousing Specialists
478,"Data Scientist, Financial Crimes and Cybersecurity, Senior A...",15-1199.08,0.8874723552073344,Business Intelligence Analysts
479,Senior Data Analyst,15-1199.08,0.8747867247188359,Business Intelligence Analysts
480,Data Analyst,15-1121.00,0.8527411728668386,Computer Systems Analysts
481,Data Scientist,15-1111.00,0.8725251592311994,Computer and Information Research Scientists
482,Big Data Engineer,15-1199.07,0.8250317220174087,Data Warehousing Specialists
483,Data Analyst,15-2041.02,0.8473708752731347,Clinical Data Managers
484,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts
485,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
486,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
487,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
488,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
489,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
490,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
491,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
492,Manager – Advanced Analytics,15-1111.00,0.901097666504763,Computer and Information Research Scientists
493,"Manager, Data Scientist",15-1111.00,0.8980738083620459,Computer and Information Research Scientists
494,"Senior Data Scientist, Fraud Modernization",15-1111.00,0.856139337329726,Computer and Information Research Scientists
495,PROJECT MANAGER BUSINESS TRANSFORMATION PF&R (Data Analytics...,15-1141.00,0.8675453062988536,Database Administrators
496,DIGITAL DATA ANALYST (DIGITAL AND DATA SCIENCE),15-1121.00,0.8784972605691931,Computer Systems Analysts
497,Data Analyst - Contract,15-1121.00,0.8471416067705632,Computer Systems Analysts
498,Senior Data Scientist - Fraud Analytics,15-1111.00,0.848143563234649,Computer and Information Research Scientists
499,Senior Operations Data Analyst,15-1121.00,0.8684339563633833,Computer Systems Analysts
500,Senior Data Scientist - Natural Language Processing (NLP),15-1111.00,0.8667926073864676,Computer and Information Research Scientists
501,Learn more about our Digital Analytics team!,15-1121.00,0.7318786326435632,Computer Systems Analysts
502,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts
503,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
504,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
505,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
506,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
507,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
508,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
509,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
510,Senior Data Scientist,15-1111.00,0.8819103641853538,Computer and Information Research Scientists
511,SENIOR DATA SCIENTIST (DIGITAL AND DATA SCIENCE),15-1111.00,0.8986645087586557,Computer and Information Research Scientists
512,Senior Data Scientist,15-1111.00,0.8634763333775941,Computer and Information Research Scientists
513,Big Data Developer (Cloud),15-1199.07,0.8775131088348183,Data Warehousing Specialists
514,Applied Scientist,15-1111.00,0.8768727746339529,Computer and Information Research Scientists
515,Senior Data Scientist (NLP),15-1111.00,0.8735097419776285,Computer and Information Research Scientists
516,Principal NLP Scientist,15-1111.00,0.8019137908340005,Computer and Information Research Scientists
517,Data Science Specialist,15-1199.04,0.8747076271203256,Geospatial Information Scientists and Technologists
518,Data Science Analyst- Marketing,15-1111.00,0.8358988198773885,Computer and Information Research Scientists
519,"Applied Scientist, AI Applications - Deep Learning",15-1111.00,0.7771679511067842,Computer and Information Research Scientists
520,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts
521,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
522,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
523,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
524,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
525,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
526,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
527,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
528,Research Scientist Intern - Deep Learning,15-1111.00,0.8050945742489874,Computer and Information Research Scientists
529,"Deep Learning Intern, Content & Technology - Summer 2020",15-1111.00,0.7068230777016998,Computer and Information Research Scientists
530,Senior Data Analyst,15-1199.08,0.9278839437547435,Business Intelligence Analysts
531,"Engineering Manager, Data Science",15-1111.00,0.8989139480651657,Computer and Information Research Scientists
532,Machine Learning Engineer,15-1133.00,0.8074608571489341,"Software Developers, Systems Software"
533,Sr. Data Modeler/Data Analyst,15-1199.08,0.8898272643422162,Business Intelligence Analysts
534,Business Intelligence Engineer,15-1111.00,0.8928532440700551,Computer and Information Research Scientists
535,"SAP - Data and Analytics Specialist, Omnia AI",15-1141.00,0.8745490390389602,Database Administrators
536,"Senior Analytics Advisor, Data & Insights",15-1121.00,0.8350842328810338,Computer Systems Analysts
537,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts
538,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
539,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
540,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
541,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
542,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
543,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
544,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
545,Software Engineer - Machine Learning (Toronto),15-1121.00,0.8262855824052548,Computer Systems Analysts
546,"Applied Scientist, NLP",15-1111.00,0.8747722929368003,Computer and Information Research Scientists
547,NLP Scientist,15-1111.00,0.8712723279353588,Computer and Information Research Scientists
548,Advanced Analytics Manager - RBC Ventures,15-1111.00,0.8953529188403135,Computer and Information Research Scientists
549,Part-Time Data Science Instructor,15-1111.00,0.8814430802725434,Computer and Information Research Scientists
550,Senior Wireless Data Scientist,15-1199.07,0.8400864869876381,Data Warehousing Specialists
551,Machine Learning Engineer / Data Analyst,15-1111.00,0.8626101121284915,Computer and Information Research Scientists
552,MACHINE LEARNING ENGINEER (SOPHI),15-1111.00,0.8890716726677975,Computer and Information Research Scientists
553,Machine Learning Engineer,15-1111.00,0.854206091117771,Computer and Information Research Scientists
554,"Applied Scientist, Alexa AI",15-1111.00,0.791713901319437,Computer and Information Research Scientists
555,Manager Advanced Analytics,15-1121.00,0.805268337955855,Computer Systems Analysts
556,Big Data Operations Specialist,15-1121.00,0.868236523502773,Computer Systems Analysts
557,Big Data Instructor,15-1111.00,0.8328297195283388,Computer and Information Research Scientists
558,Senior Data Scientist,15-1111.00,0.8443986897364005,Computer and Information Research Scientists
559,"Postdoctoral Research Fellow in Computer Vision, Deep Learni...",15-1111.00,0.7894476072732723,Computer and Information Research Scientists
560,DATA SCIENTIST,15-1111.00,0.8733206562774684,Computer and Information Research Scientists
561,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists
562,Data Scientist,15-1111.00,0.810916557827955,Computer and Information Research Scientists
563,Data Scientist,15-1111.00,0.8209885239090225,Computer and Information Research Scientists
564,Research Scientist - Deep Learning,15-1111.00,0.7810482366162096,Computer and Information Research Scientists
565,Senior Data Analyst,15-1121.00,0.8637587273772981,Computer Systems Analysts
566,"Assistant Professor, Teaching Stream – Computer and Data Sci...",15-1111.00,0.8728679313144957,Computer and Information Research Scientists
567,Data Engineer,15-1199.07,0.8805999114563624,Data Warehousing Specialists
568,Data Engineer,15-1199.07,0.8768681044203527,Data Warehousing Specialists
569,RF Test Engineer,15-1133.00,0.6846755489867594,"Software Developers, Systems Software"
570,Manager - Data and Analytics,15-1199.07,0.8838181961132847,Data Warehousing Specialists
571,Site Superintendent,15-1141.00,0.7329696447937112,Database Administrators
572,IoT Engineer,15-1111.00,0.818873305749837,Computer and Information Research Scientists
573,Data Engineer,15-1111.00,0.8860967491602324,Computer and Information Research Scientists
574,Data Engineer,15-1111.00,0.8546177793871028,Computer and Information Research Scientists
575,Data Platform Engineer,15-1111.00,0.8336695044865962,Computer and Information Research Scientists
576,ETL Developer / Data Engineer,15-1141.00,0.899342824215914,Database Administrators
577,Data Mesh Engineer,15-1133.00,0.8979613205543816,"Software Developers, Systems Software"
578,Big Data Engineer,15-1141.00,0.8767073301552133,Database Administrators
579,Data Science Engineer,15-1199.07,0.8422136194670774,Data Warehousing Specialists
580,Data Engineer (New Grad),15-1111.00,0.8852538372583073,Computer and Information Research Scientists
581,Data Engineer,15-1111.00,0.8480020798460707,Computer and Information Research Scientists
582,Data Engineer,15-1199.07,0.8477694344705531,Data Warehousing Specialists
583,Estimator,15-1121.00,0.7226284197171868,Computer Systems Analysts
584,Data Engineer,15-1141.00,0.6634825478368572,Database Administrators
585,Data Engineer,15-1199.07,0.8768681044203527,Data Warehousing Specialists
586,Data Engineer,15-1141.00,0.6634825478368572,Database Administrators
587,Manager - Data and Analytics,15-1199.07,0.8838181961132847,Data Warehousing Specialists
588,"Data & Insights Analyst, Pension Administration",13-2099.01,0.8663098292565005,Financial Quantitative Analysts
589,"Data Analyst, Product Environmental Stewardship",15-1121.00,0.8291077427997773,Computer Systems Analysts
590,Data Analyst,15-1199.07,0.8522603113239156,Data Warehousing Specialists
591,Data Entry Analyst,15-1121.00,0.8187097858515842,Computer Systems Analysts
592,Data Analyst - Creative Destruction Lab,15-1111.00,0.8820083380263373,Computer and Information Research Scientists
593,"Data Analyst, Business Intelligence (BI)",15-1199.08,0.9003775842143905,Business Intelligence Analysts
594,Data Analyst,15-1199.08,0.820971449958716,Business Intelligence Analysts
595,Data Analyst,15-1121.00,0.8371497177238283,Computer Systems Analysts
596,Data Analyst,15-1199.08,0.8585039639041074,Business Intelligence Analysts
597,Data Governance Analyst,15-1121.00,0.847823035604775,Computer Systems Analysts
598,Data Analyst,13-2099.01,0.8479036139907317,Financial Quantitative Analysts
599,Junior Data Analyst,15-1121.00,0.8371806935170935,Computer Systems Analysts
600,Data Analyst,15-1199.08,0.8640436872250741,Business Intelligence Analysts
601,"Assistant Analyst, Sponsorship and Consulting (Internship)",19-4061.00,0.8200606768704011,Social Science Research Assistants
602,Data Quality Analyst,15-1121.00,0.8613923608936763,Computer Systems Analysts
603,Data Quality Analyst,15-1121.00,0.8613923608936763,Computer Systems Analysts
604,"Data Analyst, Product Environmental Stewardship",15-1121.00,0.8291077427997773,Computer Systems Analysts
605,Junior Data Analyst,15-1111.00,0.8574422782846818,Computer and Information Research Scientists
606,Junior Data Analyst,15-1121.00,0.8371806935170935,Computer Systems Analysts
607,Fraud Analyst - Inbound,15-1121.00,0.8184361042413769,Computer Systems Analysts
608,Kinesso - Data Analyst,15-1121.00,0.8209045155609132,Computer Systems Analysts
609,Reporting and Data Analyst,15-1199.08,0.8653011284841309,Business Intelligence Analysts
610,Data Analyst,15-1199.08,0.8477086461189669,Business Intelligence Analysts
611,Client Data Support Analyst,15-1141.00,0.8441561320764118,Database Administrators
612,"Consultant, Data Analyst",15-1121.00,0.902931621026855,Computer Systems Analysts
613,Data Analyst,15-1199.07,0.845700591059798,Data Warehousing Specialists
614,Data Analyst,15-1121.00,0.860466515259839,Computer Systems Analysts
615,Data Analyst,15-1199.07,0.8522603113239156,Data Warehousing Specialists
616,"Assistant Analyst, Sponsorship and Consulting (Internship)",19-4061.00,0.8200606768704011,Social Science Research Assistants
617,"Data & Insights Analyst, Pension Administration",13-2099.01,0.8663098292565005,Financial Quantitative Analysts
618,Data Quality Analyst,15-1121.00,0.8613923608936763,Computer Systems Analysts
619,Data Analyst,15-1199.07,0.8522603113239156,Data Warehousing Specialists
620,Analyst,15-1121.00,0.8002107378152348,Computer Systems Analysts
621,Data Analyst,15-1121.00,0.8523144033743921,Computer Systems Analysts
622,"Consultant, Data Analyst",15-1121.00,0.8975185020795785,Computer Systems Analysts
623,Data Analyst,13-2099.01,0.8557967744918021,Financial Quantitative Analysts
624,Data Analyst,13-2099.01,0.8678581492867845,Financial Quantitative Analysts
625,Data Analyst,15-1121.00,0.9013619620320427,Computer Systems Analysts
626,Business Analyst,15-1199.08,0.7846842127173622,Business Intelligence Analysts
627,Business Data Analyst,15-1121.00,0.8498717731995822,Computer Systems Analysts
628,"Assistant Analyst, Sponsorship and Consulting (Internship)",19-4061.00,0.8200606768704011,Social Science Research Assistants
629,"Data Analyst, Product Environmental Stewardship",15-1121.00,0.8291077427997773,Computer Systems Analysts
630,"Data & Insights Analyst, Pension Administration",13-2099.01,0.8663098292565005,Financial Quantitative Analysts
631,"Data Analyst, Product Environmental Stewardship",15-1121.00,0.8291077427997773,Computer Systems Analysts
632,Data Analyst,15-1199.07,0.8522603113239156,Data Warehousing Specialists
633,Data Analyst,15-1199.07,0.8067490634124286,Data Warehousing Specialists
634,Application Support Analyst - (Service Desk Support / Incide...,15-1121.00,0.8376602882850358,Computer Systems Analysts
635,Pricing Analyst,15-1121.00,0.7686779942146514,Computer Systems Analysts
636,Business and Data Analyst,13-2099.01,0.8843969225695487,Financial Quantitative Analysts
637,CPMS Equity Data Analyst,13-2099.01,0.8971955870097036,Financial Quantitative Analysts
638,DevOps Engineer - Data Analyst,15-1111.00,0.8884337730569567,Computer and Information Research Scientists
639,Data Governance Analyst,15-1121.00,0.9176045337261538,Computer Systems Analysts
640,"Analyst, Customer Analytics",15-2041.00,0.8548094163718766,Statisticians
641,Performance Analyst Consultant,15-1199.08,0.9673803675594291,Business Intelligence Analysts
642,"Assistant Analyst, Sponsorship and Consulting (Internship)",19-4061.00,0.8200606768704011,Social Science Research Assistants
643,Data Quality Analyst,15-1121.00,0.8613923608936763,Computer Systems Analysts
644,"Data & Insights Analyst, Pension Administration",13-2099.01,0.8663098292565005,Financial Quantitative Analysts
645,Data Engineering Analyst,15-1111.00,0.9063846270527581,Computer and Information Research Scientists
646,Data Analyst,15-1121.00,0.8776781713541332,Computer Systems Analysts
647,Jr. Data/Reporting Analyst,13-2099.01,0.8158258599162486,Financial Quantitative Analysts
648,Performance Analyst Consultant,15-1199.08,0.9673803675594291,Business Intelligence Analysts
649,Data Specialist/Clinical Analyst,15-2041.02,0.9190846374375458,Clinical Data Managers
650,Marketing Data Analyst,15-1199.08,0.8434215713083191,Business Intelligence Analysts
651,Data Analyst,15-1199.08,0.8646664281689924,Business Intelligence Analysts
652,Data Analyst,15-1199.07,0.8244206674857594,Data Warehousing Specialists
653,Forms Analyst - Health Data Resources,15-1121.00,0.8210916828371786,Computer Systems Analysts
654,Data Analyst,15-1199.07,0.8522603113239156,Data Warehousing Specialists
655,"Assistant Analyst, Sponsorship and Consulting (Internship)",19-4061.00,0.8200606768704011,Social Science Research Assistants
656,"Data & Insights Analyst, Pension Administration",13-2099.01,0.8663098292565005,Financial Quantitative Analysts
657,Data Quality Analyst,15-1121.00,0.8613923608936763,Computer Systems Analysts
658,"Data Analyst, Product Environmental Stewardship",15-1121.00,0.8291077427997773,Computer Systems Analysts
659,"Senior Business Analyst, Data Management",15-1199.08,0.9472856970480504,Business Intelligence Analysts
660,Business Systems Analyst,15-1121.00,0.9017415828133438,Computer Systems Analysts
661,"Data Analyst, CIS",15-1199.08,0.8086838368825817,Business Intelligence Analysts
662,Data Analyst,15-1121.00,0.8527411728668386,Computer Systems Analysts
663,Marketing Data Analyst,15-1199.08,0.8390193764158533,Business Intelligence Analysts
664,Business Process Analyst,15-1199.08,0.898604669207327,Business Intelligence Analysts
665,BUSINESS ANALYST CITY PLANNING,15-1121.00,0.8470855700278033,Computer Systems Analysts
