id,title,identifier,score_all,name,description,onet_competency
61,Data Scientist,15-1111.00,0.8838952381171774,Computer and Information Research Scientists,"work culture and environement is really good , Management is really good , approachable and helpfull in unerstanding the situation and giving guidance","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
62,"Manager of Data Science, RACE21 - Vancouver",15-1111.00,0.9024205839415222,Computer and Information Research Scientists,Hard work and accomplishments doesn't count here on your career progress. You are either on the circle or not. I clearly see double standards every day.,"['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
63,Data scientist (summer intern),15-2041.00,0.8317739836068883,Statisticians,"vocation is not reserved as ""first come first serve"" basis, but ""the length of time you have been working at BMO"" basis. some of the Hong Kong employees just assign work to others, while they are just being chill","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
64,"Lead Educator, Data Science",15-1111.00,0.8246349298089208,Computer and Information Research Scientists,They have no idea what is going on. Even managers get told they are being relocated constantly so the team suffers even more. Targets would get taken away and that would hurt year end bonus.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
65,Jr. Data Science Developer,15-1111.00,0.8880679537790862,Computer and Information Research Scientists,"Enjoyed working within a good team department and under excellent management.

Learned many skills and was able to improve my working knowledge within the financial industry.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
66,Data Scientist,15-1111.00,0.8806427489923435,Computer and Information Research Scientists,"Learning centre is amazing as they train you well for the job, if you want to improve yourself then you have to push yourself to the limit. A lot of great customer service learning provided","['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
67,Data Scientist - FIFA,15-1111.00,0.8530353107170993,Computer and Information Research Scientists,"People got promoted quickly if they know how to play politics without need of good performance, employees who work hard and perform well would not get opportunity to grow if their managers are such kind of person. Relationship is more important than work performance, managers don’t care or support employees but care about themselves only.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
68,Applied Scientist,15-1111.00,0.8446327936499589,Computer and Information Research Scientists,"the culture is horrible, constant fear that I may lose my job, biweekly coaching is a way to bully staff into fearing for their job and keep staff on their toes.

coworkers are what keeps motivation, friendly people despite feeling that no matter what work is accomplished it's never enough - no positive feedback by management, who is constantly breathing down backs.

If your site manager isn't bothering you, other site managers will reach out to ask you what you're working on, interrupting your work.","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
69,Senior Data Scientist AI@Unity,15-1111.00,0.8848689066268349,Computer and Information Research Scientists,Good work environment with good benefits. good work culture and possibilities of career advancement. Helpful management with clear work defined. Would recommend working here,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.']"
70,"Data Scientist, Analytics and Machine Learning",15-1111.00,0.8846546344213159,Computer and Information Research Scientists,"BMO is a great place to work at, you are exposed to many different areas! Learning everyday from management and customers fosters to your growth. The culture is great, and management will push you to succeed!","['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
71,Data Architect (Advanced Analytics),15-1199.06,0.8763112511133943,Database Architects,Good management work life.working culture is good with many opportunities to grow yourself further.Been with Bmo for more than 3 yrs and found it very competitive culture driven organizations,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.']"
72,Human Resources Data Scientist,15-1111.00,0.7372250633903602,Computer and Information Research Scientists,"Pros: Balanced work life, Work from home two days a week, Salary is OK.
Cons: Job security is not issue with BMO, career advancement is limited, Doesn't provide much education to staff.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
73,Business Intelligence Analyst,15-1199.08,0.8663985408978038,Business Intelligence Analysts,good work environment. company likes to play it very safe. they claim to be ambitious but are all about staying float. pay is very bad. these are empty words.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
74,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists,Not a bad job but can get boring easily. Management is nice and laid back culture. Focus on sales and policy to much. Not to many growth opportunities.,"['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
75,Business Intelligence Analyst,15-1199.08,0.8663985408978038,Business Intelligence Analysts,"Poor processes, politics and job recommendations in a single line. Full time employees do not work and expect some vendors and contractors to do the wonders. There is no management strategy or recognition of the talented workforce and no plan to offer good pay and recruit talent.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
76,Machine Learning Engineer,15-1111.00,0.8477077787185887,Computer and Information Research Scientists,"The people were soo cooperative that made my time there comfortable and enojoyable, the management is eager to hear opinions and working with other teams across the country was smoothy","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
77,Machine learning / image processing - Apr to Sep,15-1111.00,0.6425551600689549,Computer and Information Research Scientists,Overall good employer. Opportunity for career progression. Equality in work. Had to meet sales targets - supportive team and management helping you succeed.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
78,Senior Data Scientist,15-1111.00,0.8977710408762029,Computer and Information Research Scientists,BMO does not recognize their employees. They force you to work on a low salary considering the amount of tasks they make you do. Other banks will give their employees many benefits and opportunities to make them feel motivated to work harder but BMO does the opposite. They have taken away rewards that we earn and deserve for our hard work. Very disappointing place to work if you plan on moving up.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
79,Data Scientist - Advertising & Attribution,15-1111.00,0.8120218068158842,Computer and Information Research Scientists,"You have to love a fast paced and competitive environment to succeed here. Depending on position, work/life balance may not be very good. Some positions are underpaid for the expectations of the role.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
80,Data Scientist - RACE21,15-1199.04,0.8430610483520131,Geospatial Information Scientists and Technologists,"While working at BMO, each day was different from the next. There was always something new to challenge you. Management was always keen on letting you try new methods of doing your job or crosstraining with a coworker to learn a new skill.","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
81,Machine Learning Geoscientist,15-1111.00,0.854888767449428,Computer and Information Research Scientists,"Customer service is number one. Everyone has a job to do. There is a need for punctuality. Management does not deal with insubordination for all, just some. Hardest part was finding the time to get everything done as there is no overtime paid. I enjoyed solving customer's problems.","['Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
82,Senior Data Analyst,15-1199.08,0.8770987150425584,Business Intelligence Analysts,Working part time only sucks if you are looking to save money. If you are a mother or a house maker from a good financial background. Working part time in a bank is perfect otherwise sometimes it sucks because you have to wait for the position to be available to get promoted.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
83,"Sr Data Analyst, UFC Mobile",15-1199.04,0.8296157117493118,Geospatial Information Scientists and Technologists,"Bmo is a good company to work. Fair pay, good benefits, year end incentive, many opportunities for growth, great people to work with. Overall positive experience.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
84,"Lead Data Scientist, RACE21",15-1111.00,0.8860972903804512,Computer and Information Research Scientists,"My position at Bank of Montreal (B.M.O.) was a Co-op Student in the Governance and Oversight department and I learnt so much from my team and work, a typical day looked like arriving, getting greeted by all my co-workers, starting my laptop up and checking my calendar.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
85,Senior Data Analyst,13-2099.01,0.8553389906723992,Financial Quantitative Analysts,"I don’t really want to give a review... I’m looking for other employment for a reason... job is highly stressful, understaffed, and really no support from head office... it’s a bank, main concern is numbers. The staff we have is great, love the team, great company to work for if you can handle the stress, workload and lack of support... also the ongoing technical difficulties and malfunctions are always an issue...left hands definitely don’t talk to Right hands","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
86,Artificial Intelligence/Machine Learning,15-1111.00,0.812791527206325,Computer and Information Research Scientists,"BMO is a great company, long storied history. The motto is now do more with less, this includes more work, no real pay raises for 5 years. Hard to stay happy working here.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.']"
87,Lead - Human Resource Data Scientist,15-1111.00,0.7388327569091138,Computer and Information Research Scientists,"I was really happy to work alongside creative and incredibly hard working individuals at BMO. We pushed each other to think outside the box, in order to streamline our workflow.","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
88,Human Resources Data Scientist,15-1111.00,0.7372250633903602,Computer and Information Research Scientists,"Good place to work.Work culture is great.
Managers are good and understanding
There was Respect/Fairness for your work.
Trust/Integrity and Change/Adaptability was priority.
Results Orientation was the main goal.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
89,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists,"Fast paced company and long hours with great work culture
very diverse .

Not great hours of work or work life balance.
But a good company to start to gain experience.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
90,"Manager of Data Science, RACE21 - Vancouver",15-1111.00,0.9024205839415222,Computer and Information Research Scientists,"Training was unorganized and manager was extremely lazy. I was not given a fair chance by this corporation due to insufficient training, lack of support, and conflict that was left unresolved. I am more than certain that this was a racial matter however my managers did major damage control by using reverse psychology and talking their way out of such an accusation.

I truly believe their management needs new and improved workshops and most importantly a reminder on their code of conduct because it seemed as though I was the only individual following it, and there definitely was retaliation which BMO apparently has a ""zero tolerance"" for.

If you are white or asian, you will do well here.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
91,Data Scientist,15-1111.00,0.8838952381171774,Computer and Information Research Scientists,I really like working there. I was a member of the BMO Community for the greater part of a decade and my experience was pleasant and helped me grow my career.,"['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
92,"Manager of Data Science, RACE21 - Vancouver",15-1111.00,0.9024205839415222,Computer and Information Research Scientists,As a contractor you are a tool and nothing more. They forget you exist after your contract is done. Much nepotism and favoritism going on here. Need to put policies in place to prevent this.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
93,Human Resources Data Scientist,15-1111.00,0.7372250633903602,Computer and Information Research Scientists,I like my company which respects its employees and I love my position but I need to change for some personal reasons which I will explain during my interviews,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
94,Data Scientist - Planning Team,15-1111.00,0.8753637522864929,Computer and Information Research Scientists,"It's stressful to be dealing with a lot of customers, most of them some times are rude, but the micro management doesn't help at all. Always demanding more tasks and responsibilities but the same payment.","['Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
95,Machine Learning Engineer / Data Analyst,15-1111.00,0.8626101121284915,Computer and Information Research Scientists,Not a bad job but can get boring easily. Management is nice and laid back culture. Focus on sales and policy to much. Not to many growth opportunities.,"['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
96,NLP Engineer,15-1111.00,0.7660929290305266,Computer and Information Research Scientists,"Demanding work environment, you have a lot of chance to learn. Once you join the big team, there are a lot of training, townhall and other growing opportunities.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
97,Senior Enterprise Data Analyst,15-1199.08,0.8625724926371474,Business Intelligence Analysts,"Mostly a good experience, but not the most supportive/consistent management team when I left. If management were better/changed I would definitely go back.","['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
98,Programmer Analyst II (Learning Analytics),15-1121.00,0.9039450970290565,Computer Systems Analysts,They could hire more staff...loads of work. if one person goes to work it gets worse... too much stress... .......................somehow management knows and do nothing.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
99,Senior Game Data Analyst,15-1199.07,0.8301730855475874,Data Warehousing Specialists,It was a very fulfilling experience at BMO. I got opportunity to work with amazing people . My role provided me opportunity interact with both professionals from business side and technology.,"['Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
100,Senior Data Analyst,15-1121.00,0.8753139202146079,Computer Systems Analysts,"Good Company to work for - have been there for some time now , A change of environment is critical in developing industry knowledge and experiences as well as for future growth.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
101,Senior Renewable Energy Data Analyst,15-1121.00,0.8778331955543559,Computer Systems Analysts,I was in collections.. the job itself is horrible. high pressure to meet daily calls and to not make any mistakes. It can get boring on the long term.. you literally do the same exact thing for 5-8h in .a row,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.']"
102,"Development Expert, SAP Analytics Cloud (Conversational Anal...",15-1121.00,0.7674948543223207,Computer Systems Analysts,"Extremely competitive. You are under a lot of pressure to meet sales targets. The customers and coworkers are great, but there was always a looming overhead threat of not hitting targets meant you got the axe.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
103,Business Intelligence Analyst,15-1199.08,0.8663985408978038,Business Intelligence Analysts,Everyday is the same. This is the hardest part. I advocate for roles that allow for new learning. it's how one can discover potentials previously hidden.However i feel about the monotony I like the valiant attempts at having a culture.,"['Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.']"
104,Data Scientist,15-1111.00,0.8838952381171774,Computer and Information Research Scientists,"It's great working at BMO - culture, leadership, people and products are all good. Pay and progression could be better.. a lot of managers still have a traditional mindset to promotion (i.e need 4 years of experience before next level)","['Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.']"
105,Data Scientist - Price Point – Start-up company,15-1111.00,0.8486041993463883,Computer and Information Research Scientists,"business was run like a machine. This is good and bad because the expectations they had for you were clear, but you are often overlooked for doing a ""good job"" if it meant you didnt follow their precise expecttions. for example. Long phone calls were considered bad, even if it was with a client who needed the extra time and help on the phone to achieve their needs. Zero discretion is applied to these scenarios.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.']"
106,"Sr. Manager, Data Science",15-1111.00,0.8253666912930928,Computer and Information Research Scientists,very competitive environment. Weak leadership. Not a pleasant place to work at all. Do not listen to employee concerns re: management. Very inauthentic experience and not at all collaborative.,"['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Independence | Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.', 'Work Values | Relationships | Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.', 'Work Values | Support | Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.', 'Work Values | Recognition | Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.']"
107,"Manager of Data Science, RACE21",15-1111.00,0.9015842439017336,Computer and Information Research Scientists,"The training period is the only period in the entire work history that you will enjoy. Everything after that, it's numbers numbers numbers. If you're not hitting those required stats on your calls and your expected sales targets, you best be ready for that conversation.

If you get sick, you best be ready for that conversation.
If you have a life outside of the work? Woo boy, you best be ready for that conversation.

And FYI, they don't accept doctors notes. As reliable proof of sickness.","['Work Values | Working Conditions | Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.', 'Work Values | Achievement | Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.']"
